Indonesia,Madura
timpang .,dhigur
"dikte, simak",dhikte
"menyimak, mendikte.",adhikte
robek-robek,dhildhil
merobek-robek .,adhildhil
waktu dulu  .,dhimen I
"terlalu, amat  .",dhimen II
mana,dhimma
manapun juga,ma'dhimma'a
mana-mana.,man-dhimman
dinamo.,dhinamo
dendeng,dhingdhing I
membuat dendeng.,adhingdhing
bengkok karena pernah patah .,dhingkol
sini,dhinna'
sini,dhinto
"sini , ya .",ka'dhinto
dipan.,dhipan
timpang .,dhipplak
direktur.,dhirektur
sana,dhissa
sana .,ka'dhissa
sini,dhiya
"situ, sana",gadhiya
situ,jadhiya
sini .,ka'dhiya
diam,dhiyem
mendiamkan .,madhiyem
dokar.,dhokar
dokter,dhokter
dokter gigi .,dhokter gigi
daulat,dholat
mendaulat,adholat
kedaulatan,kadholadan
domino .,dhomino
dompet.,dhompet
"dosen, pengajar diperguruan tinggi.",dhosen
dua,dhu I
"besok lusa, dua malam .",dhu' malem
doa,dhua'
berdoa,adhua'
mendoakan.,adhua'agi
"buka, tanggal",dhuccal
"membuka, menanggalkan.",nuccal
"lepas, tanggal",dhuccol
"melepaskan, menanggalkan.",nuccol
lepas,dhucot
melepaskan.,madhucot
duda.,dhudha
bedah,dhudhit
membedah.,adhudhit
"gapai, jangkau.",dhugga
lepas .,dhukkal
dukun,dhukon
baki kayu berbentuk bundar.,dhulang
orang kebanyakan .,dhume'
tumpah,dhumpa
menumpahi,adhumpae
menumpahkan.,madhumpa
"singgung, sentuh",dhumpak
"menyinggung, menyentuh.",adhumpak
beduk .,dhungdhung
sengau .,dhungseng
beduk .,dhurdhur
duri,dhuri
berduri.,adhuri
melaju cepat.,dhurus
"dos , karton.",dhus
seriawan.,dhusdhus
"suka marah, suka jengkel.",dhuson
dua,dhuwa'
membagi dalam dua bagian,madhuwa'
"kedua, berdua",kadhuwa'
berdua saja,wa'-dhuwa'an
"pabian, doane .",dhuwana
bolong besar .,dhuwas
duyung,dhuyung
minyak ikan duyung .,mennya' dhuyung
dewasa  .,dibasa
"diri, sendiri",dibi'
sendiri-sendiri,bi'-dibi'
sendirian,kadibi'
"dirinya, dia",dibi'na
sendirian,bi'-dibi'an
diri sendiri.,aba' dibi'
biar  .,diggal
kamu  .,dika
panggil,dikan
memanggil.,adikanan
"dikjaya, sakti, tuah.",dikdaja
"menaruh dengan keras , menyerahkan kembali sebuah pekerjaan karena marah/atau kecewa, mutung .",dilbas
menutup dengan seketika .,dilgep
tembaga.,dimbaga
kaleng.,dimbra
biar  .,dina I
meninggalkan sisa.,dina II
"hari, waktu.",dina III
"uang dinar, uang dollar",dinar
uang dollar  .,pesse dinar
jalan pelan-pelan,dindi'
berjalan pelan-pelan .,adindi'
sedangkan.,dineng
dinas,dines
"berdinas, menjabat",adines
surat dinas .,sorat dines
"tinggal, diam",dinggal
bertempat tinggal,adinggal
meninggalkan,adinggallagi
meninggalkan,ninggallagi
meninggal dunia   .,adinggal dunnya
"timpang, pincang",dippang
berjalan timpang.,adippang
"diri, sendiri",diri'
sendiri-sendiri,ri'-diri'
sendirian,kadiri'
"dirinya, dia",diri'na
sendirian,ri'-diri'an
diri sendiri.,aba' diri'
"pengok, penyok .",dirpa'
desa,disa
pedesaan.,padisa'an
jinjit,ditteng
berjinjit.,aditteng
tunjuk,duding
menunjuk,aduding
menunjuk-nunjuk,ding-dudingan
jari telunjuk .,tonju' duding
dodol.,dudul
"nobat, tasbih, baptis",dudus
"menobatkan, mentasbihkan, membaptiskan.",adudus
"gapai, jangkau.",dugga
"degan, kelapa muda.",duggan
lohor .,duhur
"suka sekali, doyan, gemar",dujan
yang sangat disukai.,jan-dujananna
marah  .,duka
tergapai .,dukduk
rusak berlubang-lubang.,duksak
suap,dulang
menyuap .,adulang
syukur .,dulat
"lekas, segera",duli
"lebih lekas, lebih cepat",aduliyan
lekas-lekas.,duliyan
jawil,dulit
penjawil,lit-dulit
"menjawil, mencolek .",adulit
waktu dulu  .,dullu
kertas.,dulubang
pedoman,dum
berpedoman.,apaduman
domba,dumba
"domba, kambing domba .",embi' dumba
"kalau, setelah, tatkala.",dumen
"tutup , bungkam",dunggem
"menutup mulut , membungkam",adunggen
menutup mulut .,nunggem
tungging,dungkang
menungging.,adungkang
"sampai, tiba.",dungkap
tongkat untuk berjalan.,dungket
dongeng,dungngeng
berdongeng.,adungngeng
berjungkir balik.,dungset
dunia,dunnya
inang pengasuh.,dunor
dupa,dupa
mendupai.,adupae
tarbus.,durbus
lembek  .,durdur
bedah,duri
membedah.,aduri
durian.,durin
"durjana, jahat.",durjana
terjal.,durjet
bilas,durmas
membilas.,adurmas
dosa,dusa
mendosakan.,madusa
bagi,du'um
membagi-bagi .,adu'um
doa,duwa
"mantera, jampi",wa-duwa
mendoai.,aduwai
duwet .,duwa'
"di, pada",e
"di, pada  .",neng e
kibas,eba'
pengibas,ba'-eba'
mengibas.,ngeba'
ibadah.,ebada
"masing-masing, tiap-tiap.",ebang
ibarat,ebarat
mengibaratkan.,ngebarattagi
banyak,ebba'
menjadi lebih banyak,aebba'an
"membanyakkan, memperbanyak.",maebba'
"bola, bal",ebbal
bermain sepak bola .,amaen ebbal
ban,ebban
memberi/memakaikan ban.,ngebbane
bar.,ebbar
"pemain belakang, pemain gelandang .",ebbek
bel,ebbel
membunyikan bel.,ngebbel
bir .,ebbir
"bis, bus.",ebbis
menjadi terang benar,ebblak
terang-terangan.,blak-ebblagan
menjiplak gambar.,ebblat
"seng, blek.",ebblek
"bagian, kelompok .",ebblok I
es blok .,ebblok II
bom,ebbom
mengebom,ngebbom
bom atom .,ebbom atom
bon,ebbon
mengebon,ngebbon
barang-barang yang di bon.,bon-ebbonan
"bor, jara, gurdi",ebbor
"mengebor, menjara",ngebbor
sumur bor .,somor ebbor
"tupai, bajing.",ebbu'
gentong besar.,ebbul
embun,ebbun
"mengembunkan, menaruh di bawah embun.",ngebbunnagi
selera makan,eber
"pahit selera, tidak suka makan .",pae' eber
ternak.,ebin
berkeliling menawarkan dagangan.,ebir I
menunjukkan kekayaan .,ebir II
ibu,ebu I
ribu,ebu I
beribu-ribu,bun-ebun
menyelamati seribu hari orang yang meninggal dunia,nyebu
seribu,saebu
delapan ribu,ballung ebu
dua ribu,dhu' ebu
lima ribu,lema' ebu
enam ribu,nem ebu
empat ribu,pa' ebu
tujuh ribu,pettong ebu
sembilan ribu,sangang ebu
tiga ribu .,tello' ebu
bingung,ebu II
membingungkan.,maebu
"cap, stempel",eccap
"mencap, mengecap",ngeccap
cetakan.,eccaban
cat,eccet
"mencat, mengecat, memulas dengan cat",ngeccet
yang dicat.,eccedan
cor,eccor
"mencor, mengecor.",ngeccor
berkeliling menawarkan dagangan,edder
orang yang menawarkan dagangan .,tokang edder
endap,eddet
mengendap,aeddet
mengendapkan.,ngeddet
"dam, bendungan air",eddham
"membuat dam, membendung .",ngeddham
hirau,eddhep
"menghiraukan, memperhatikan.",ngeddhebbi
tajam .,eddhi'
"dus, karton",eddhus
memasukkan ke dalam dos,ngeddhusi
pacu,eddrap
memacu,ngeddrap
pacuan.,eddraban
ijuk.,edduk
"masing-masing, tiap-tiap.",edhang
dengar,edhing I
mendengar,ngedhing
kedengarannya,kaedhinganna
agak-agak mendengar sama,dhing-ngedhingen
tercium bau .,ngedhing bau
bangun .,edhing II
idin,edi
minta idin .,menta edi
idin,edin
"mengidini, mengidinkan.",ngedine
menunjukkan kekayaan .,edir
ludah,edu
"perludahan, tempat ludah.",paeduwan
menggerakkan kepala ke kanan dan ke kiri,egel
menggerakkan kepala ke kanan dan ke kiri.,ngegel
tutup mulut,egem
menutup mulut.,aegem
"gang, lorong, jalan sempit.",eggang
anak batu tulis.,eggrip
gong.,eggung
rahasia,ehhem I
merahasiakan.,ngehhemmagi
kemeja,ehhem II
mengenakan baju kemeja kepada orang lain.,ngehheme
menyelamati orang meninggal setiap tahun ssd tiga tahun meninggal.,ehhol
"ikhlas, rela",ehlas
tulus ikhlas .,tolos ehlas
"ihktiar, usaha",ehtiyar
"berikhtiar, berusaha.",aehtiyar
eja,eja
mengeja,ngeja
ejaan.,eja'an
sudah lama sekali.,ejap
mengusiri dokar.,ejek
menginjak .,ejek
menghitung .,ejir
jam.,ejjam
jas.,ejjas
mengeden  .,ejjen
jet.,ejjet
"jin, iblis, setan.",ejjin
ijuk,ejjuk
kelapa hijau .,ejuu
ikat,eka'
mengikat,ngeka'
ikatan .,eka'an
satuan.,ekan
ikat,eket
terikat,aeket
mengikat,ngeket
ikatan.,ekedan
"lekas, kassa.",ekkas
rendam,ekkum
merendam.,ngekkum
ujian.,eksamen
eksim .,eksim
ekspor,ekspor
mengekspor.,ngekspor
hilang,elang
menghilang,maelang
kehilangan.,kaelangan
lidah  .,elat
bidik,eleng
membidik.,ngeleng
"sudah, selesai  .",ella
lak,ellak I
mengelak.,ngellak
langit-langit lembut.,ellak II
elang.,ellang
lap,ellap
mengelap.,ngellap
lambat,ellat
terlambat.,taelat
telan,ellek
menelan.,ngellek
"bingkai, pigura",elles I
"memberi bingkai, memberi pigura.",ngellese
tali kekang,elles II
memegang tali kekang .,ngellese
tambahan pelajaran,elles III
menambah pelajaran.,aelles
"perekat, lim",ellim
"mengelim, merekatkan.",ngellim
lengkungan,ellok
mempunyai lengkungan .,aellok
gang sempit.,ellong
elus,ellos I
mengelus.,ngellos
"los, barak.",ellos II
nanti dulu   .,ellu'
ilmu,elmo
ilmu kimia,elmo kimiya
elo .,elo
hidung,elong
layu alum.,elop
sayang,eman I
menyayangi.,ngemane
iman.,eman II
"nenek, kakek.",emba
nenek moyang.,emba
berat hati .,emba
"imbal, upah",embal I
mengimbali,ngembali
"imbalan, upah.",embalan
panggil,embal II
memanggil-manggil untuk menghadap,aembalan
memanggil untuk menghadap,ngembali
panggilan untuk menghadap.,embalan
emban,emban
kain,ban-emban
mengemban,aemban
mengemban,ngemban
pengemban,pangemban
ember,ember
berember-ember.,aber-ember
kambing,embi'
jalan.,embong
tambah,embu
bertambah,aembu
menambahi,ngembuwi
tambahan.,embuwan
ibu,embu'
"menganggap ibu, memanggil ibu",aembu'
"germo, mak jomblang, mucikari",bu'-embu'an
kurang ajar,carembu'na
inang pengasuh .,embu' emban
kakak perempuan.,embuk
ubun-ubun.,embun
"mimi , belangkas .",eme
"mana, yg mana",emma
"mana, yg mana .",ka'emma
bapak,emma'
kakak laki-laki.,emmak
"mal, ukuran .",emmal
"map, tempat simpanan surat",emmap
memasukkan dalam map .,ngemmabi
emas,emmas
pandai emas.,kemmasan
pertandingan .,emmet
"mi, emi",emmi
mi goreng .,emmi guring
sibuk,emo'
"menyibuk-nyibukkan diri, berpura-pura sibuk",aemo'
menjadikan sibuk.,maemo'
ingat  .,emot
empat,empa'
menjadi empat bagian,maempa'
berempat,kaempa'
perempatan,parapadan
dua puluh empat,pa' lekor
empat puluh,pa' polo
empal .,empal
"mampu, cukup kuat.",empan
anak lembu.,empe'
empuk.,empo'
"ibu jari, jari jempol",empol
membubuhkan cap jempol,ngempol
ibu jari.,pol-empolan
sudah  .,empon
lumpuh .,empon
kubang,empor
berkubang.,aempor
"leta, bercacat.",ena I
"hina, aib",ena II
menghina.,ngena
"mudah, lancar",encal
melancarkan .,ngencallagi
"encer, cair",encer
mencair.,ngalencer
incar.,encer I
"sumbu, poros .",encer II
"mau, suka",endha'
berpura-pura mau.,dha'-maenda'
"berjalan dng langkah pendek-pendek, berlari-lari anjing.",endhing
diang,endhu
berdiang.,ngendhu
lendut,endhut
melendut.,aendhut
berjalan  .,enep
ingat,enga' I
mengingatkan,maenga'
pernah tahu/kenal,nga'-enga'an
"pingsan , tidak ingat",ta' enga'
tak memikirkan,ta' enga' oreng
"seperti, sebagai.",enga' II
"ingar, ribut/bising",enger
menjadikan ribut/bising.,maenger
ingat,enget
mengingatkan.,maenget
"lekas, cepat  .",enggal
batas,enggan
berbatas.,aenggan
itu.,enggaruwa
lenggok,enggek
berlenggok,aenggek
melenggokkan.,maenggek
melayap.,engger
ya   .,enggi
ya   .,enggi'
inggu .,enggu
tempat adanya,enggun
"berdiam, berumah",aenggun
memiliki,ngenggune
kediaman.,enggunan
nanti dulu   .,engken
saya  .,engko'
"pedal, engkol",engkol I
"memedal, mengayuh sepeda.",ngengkol
kunci pas,engkol II
pemedal .,kol-engkol
lindung,engkop
melindungi,ngengkobi
lindungan.,engkoban
dingin kembali .,englep
"menantang/melawan  mendebat, membantah.",engnga' I
turun naik dengan cepat .,engnga' II
tantang,engngar
"menantang/melawan , membantah, mendebat.",aengngar
"ingu, pelihara",engo
memberi makan .,ngengone
pangan.,engon
ingus.,engos
engsel.,engsel
ingsut,engser
beringsut,aengser
mengingsut,ngengser
mengingsutkan.,maengser
ingsut,engset
beringsut,aengset
mengingsut,ngengset
mengingsutkan.,maengset
tidak  .,enja'
injak,enjak
menginjak,ngenjak
pinjam,enjam
meminjam,ngenjam
meminjamkan,maenjam
pinjaman,enjaman
sesuatu yang sering dipinjamkan.,jam-enjaman
bimbang.,enju
ke mari .,enna'
enam .,ennem
"tinggal, diam",enneng
"diam-diam, tak bersuara, berdiam diri",neng-enneng
"berdiam, bertempat tinggal",aenneng
mendiami,ngennenge
"lagak, sikap, caranya diam",paenneng
"biarkan, diamkan",penneng
bening.,enneng
nol .,ennol
"nur, cahaya.",ennor
cumi-cumi.,ennos
merah muda,ennyat
menjadikan merah muda.,ngennyadi
kelapa,ennyor
minum,enom
minum,ngenom
minuman .,enoman
"pergi, kunjung",entar
mendatangi,ngentare
"pergi, bepergian .",entar jalan
entas,entas
menentas.,ngentas
intan.,enten
tidak  .,enten
"uget-uget, jentik-jentik .",enteng
tutup,entep
penutup,tep-entep
"tertutup, bertutup",aentep
menutup.,ngentep
intip,entep
mengintip.,ngentep
putar,enter
"putaran , baling-baling",ter-enter
"berputar, berpusing",aenter
"memutar, memusingkan.",maenter
jari kelingking.,enthek
"enteng, ringan",entheng
meringankan,maentheng
lebih ringan.,enthengan
"mentok, angsa manila.",enthok
cermat .,enthos
kelumit,enye'
"sedikit-sedikit, sekelumit-sekelumit.",nye'-enye'
menginjak .,enyek
ipar.,epar
"ikat pinggang untuk wanita, stagen.",epek
"memenuhi batas atas, hampir meluap",eper
dapat bagian.,kaeperan
nya   .,epon
bapak  .,eppa'
"pak, peti",eppak
berpeti-peti,aeppagan
mengepak.,ngeppak
pal .,eppal
"pas, cukup besar, cukup banyak",eppas I
mengepas,ngeppas
secukupnya.,pas-eppasan
idin masuk,eppas II
surat idin masuk .,sorat eppas
pel,eppel
mengepel,ngeppel
pelan .,eppelan
pena,eppen
tangkai pena.,satalpen
"keran, pancuran air.",eppet
"tablet, pil.",eppil
dokar tinggi.,eppir I
"pegas, pir",eppir II
bergerak sebagai pegas.,ngeppir
pos,eppos
memposkan .,ngeppossagi
pot .,eppot
teriak,era'
berteriak .,aera'
menirukan cakap orang,erang
gema .,rang-erangan
iri,ere
mengiri,aere
mengirikan.,ngere
iring,ereng I
berpengiring,aereng
mengiring  .,ngereng
samping,ereng II
mertua samping  .,mattowa ereng
iris,eres
"hasil mengiris, mengiris-iris",res-eresan
mengiris.,ngeres
seret,eret
menyeret.,ngeret
arloji.,erloji
"usik, ganggu",erok
"mengusik, mengganggu .",rok-ngerok
`pereng erra` `peren erra?` .,erra'
"rek, sampaikan.",errek
rem,errem
mengerem.,ngerem
sembunyi,errem I
bersembunyi .,ngerrem
eram,errem II
mengerami.,ngerreme
ering-ering .,erreng
sembunyi,errep
menyembunyikan,ngerrep
yang disembunyikan .,erreban
menghukum .,erres
ril.,erril
rok,errok
memakaikan baju rok.,ngerrogi
eropa.,erropa
ingsut,erset
beringsut,aerset
mengingsut.,ngerset
"es, air batu",es
es lilin,es lilin
lemari es .,lomare es
waktu isya,esa
bersembahyang isya.,aesa
"baik, sembuh, baik hati, cantik",esak
"menjadi baik, memperbaiki",maesak
yang paling baik/cantik.,sak-esagan
"mengisik, menggesek.",ese'
"menggerak-gerakkan supaya masuk betul, menggesek.",esek
isap,esep
mengisap.,ngesep
usus.,eso
sah,essa
mengesahkan.,ngessa'agi
satu.,essa'
isi,esse
berisi,aesse
mengisi.,ngesse'e
"sel, kamar tahanan",essel
memasukkan ke dalam sel.,ngessel
sen,essen
"sesen, satu sen.",saessen
seng,esseng
melapisi dengan seng.,ngessenge
"sep, kepala kantor/stasiun.",essep
sol,essol
mengesol .,ngessol
sop,essop
"makan sop, membuat sop.",ngessop
mercon sreng.,essreng
sut,essut
bersut .,aessut
"setia, mesra",esto I
pemberian sebagai tanda setia.,pangesto
"benar, betul",esto II
"sebenarnya, sesungguhnya.",saestona
"para istri, kaum wanita.",estre
itik.,etek I
"berdebar-debar karena takut, gemetar.",etek II
sembunyi,etek
bersembunyi,ngetek
sembunyi-sembunyian .,tek-eteggan
hitam,etem
batu gunung yang keras hitam,bato etem
bubur hitam .,tajin etem
putar,eter I
berputar-putar.,aeter
berjalan agak cepat .,eter II
"pongah, sombong",ethes
"merendahkan orang, menghinakan orang.",ngethessagi
hitung,etong
"menghitung, belajar berhitung",ngetong
"tang, catut",ettang I
"mengetang, menggunakan tang.",ngettang
tempat air dari drum.,ettang II
tas.,ettas
teh.,ette
tir.,etter
"tes, testing",ettes I
"mengetes, menguji.",ngettes
tepat  .,ettes II
tik,ettik
mengetik,ngetik
mesin tik .,messin ettik
tong.,ettong
penuh,evvol
"memenuhkan, memenuhi .",ngevvole
hias,eyas
berhias,aeyas
menghias,ngeyas
perias mempelai .,tokang eyas
pabrik.,fabbrik
panjang mulut.,fadul
faham.,faham
fakultas.,fakultas
"wajib, yg harus dikerjakan",fardu
sembahyang wajib.,sombajang fardu
al fatiha.,fateha
film.,felem
"festival, pertunjukan .",festival
film.,filem
firasat.,firasat
"firdus, surga.",firdus
firma .,firma
"idul fitri, lebaran  .",fitri
folio,foliyo
kertas folio.,dalubang foliyo
"potret, foto",foto
foto kopi .,foto kopi
si anu .,fulan
"fungsi, jabatan, kedudukan.",fungsi
"atap, langit-langit",gabak
memberi atap.,agabagi
tersentak,gabal
mengejutkan.,magabal
terasa terbang .,gabang I
terasa kesepian krn tak berteman.,gabang II
buat,gabay
membuat,agabay
"buatan, hasil buatan",gabayan
lembab tak nyaring .,gabek
gemuk tak sehat.,gaber
sb makanan dari ketan .,gabuk
gabus.,gabus
berselisih.,gaca
gada,gada
memukul dng gada.,agada
gedebok .,gadebbung
"biru, tampi, tampah.",gaddhang
gading,gaddhing
bunga gading,kembang gaddhing
"kelapa gading, kelapa kuning .",nyeyor gaddhing
gadung .,gaddhung
"berbunyi ""dhes"".",gadhes
gadai,gadhi
menggadaikan,magadhi
pegadaian,gadhin
barang gadai.,dhin-gadhin
gado-gado.,gadho
makan ikan/sayur-sayuran tanpa nasi.,gadhu I
punya,gadhu II
mempunyai  .,agadhuwi
menternakkan kpd orang lain sedang hasilnya dibagi sama rata .,gadhu III
padi gogo  .,gaga
gagah,gaga'
menggagahkan .,magaga'
"canggung, kagok.",gagan
tangkai sirih.,gagang I
bertangkai,gagang II
"pegangan, tangkai .",gagangan
jamah,gagap I
menjamah.,agagap
"bergagap, tak tahu mana yang akan dikerjakan.",gagap II
"gugur, jatuh, gawal",gaggar
menjatuhkan,magaggar
berjatuhan.,gaggaran
manik-manik.,gahrap
jolok,gai'
"penjolok , galah penjolok",i'-gai'
menjolok,agai'
penjolok .,gai'an
gajah.,gaja
gurau,gaja'
bergurau,agaja'
suka bergurau .,pagaja'
gayam .,gajam
"liat, keras .",gajel
gaji,gaji
menggaji,agaji
gajian.,gajiyan
"gajih, lemak",gaji
"bergajih, berlemak.",agaji
galah.,gala
jembatan.,galadhak
tak tahu apa yg harus dikerjakan krn bingung.,galagap
"tangkai, batang .",galagar
berjalan tak tentu tujuannya.,galajar
meleleh .,galajar
meleleh,galajir
"meleleh terserak-serak, bercucuran .",jar-galajir
galak.,galak
gulali .,galali
bakul besar tanpa tutup.,galangse
"minta idin masuk rumah, minta perkenan jalan .",galanon
genit .,galanyer
bergantung  .,galarbet
"tinggi, kepinding .",galata I
meminta apa-apa yg dibawa oleh tamu.,galata II
"kasar, liar, sembrono .",galathak
bergantung dng kaki tak bertumpu.,galatteng
bernafas sekali-sekali.,galaup
toples.,galbas
melentik .,galedder
keras,gali I
barang dr emas,galiyan I
lebih keras.,galiyan II
tahu,gali II
mengetahui.,ngagali
kelitik,galicek
mengelitik.,agalicek
membawa dng menarik-narik dan mendorong-dorong.,galiddhik
"tdk lunak, liat, tak mudah dikunyah.",galiggi
berputar .,galindhing
penyakit kulit yg bengkak-bengkak gatal.,galindrang
kilau,galirap
"berkilat, berkilau.",agalirap
mengambil dr yg satu kpd yg lain.,galitor
geli .,galiya'
meliuk-liuk .,galiyur
"terlalu, amat, lebih dulu",gallu
"terlalu pagi, kepagian",laggu gallu
suka memukul.,galpa'
"gelombor, terlalu besar/longgar",galombor
ada dlm keadaan terlalu longgar.,agalombor
"gelombor, terlalu besar/longgar .",galorbo
